"Gene","Chromosome","Arm","Cytoband","Start","ChrArm"
"CAMTA1-AS3","Chr1","p","1p36.31",7008376,"Chr1p"
"AL512330.1","Chr1","p","1p36.31",7008376,"Chr1p"
"RNU1-8P","Chr1","p","1p36.23",7219360,"Chr1p"
"RNU1-8","Chr1","p","1p36.23",7219360,"Chr1p"
"CAMTA1-IT1","Chr1","p","1p36.23",7368942,"Chr1p"
"CAMTA1-AS2","Chr1","p","1p36.23",7382487,"Chr1p"
"CAMTA1-AS1","Chr1","p","1p36.23",7441096,"Chr1p"
"VAMP3","Chr1","p","1p36.23",7771296,"Chr1p"
"CEB","Chr1","p","1p36.23",7771296,"Chr1p"
"PER3","Chr1","p","1p36.23",7784291,"Chr1p"
"UTS2","Chr1","p","1p36.23",7843083,"Chr1p"
"PRO1068","Chr1","p","1p36.23",7843083,"Chr1p"
"U-II","Chr1","p","1p36.23",7843083,"Chr1p"
"UCN2","Chr1","p","1p36.23",7843083,"Chr1p"
"UII","Chr1","p","1p36.23",7843083,"Chr1p"
"TNFRSF9","Chr1","p","1p36.23",7915871,"Chr1p"
"4-1BB","Chr1","p","1p36.23",7915871,"Chr1p"
"CD137","Chr1","p","1p36.23",7915871,"Chr1p"
"ILA","Chr1","p","1p36.23",7915871,"Chr1p"
"PARK7","Chr1","p","1p36.23",7954291,"Chr1p"
"DJ-1","Chr1","p","1p36.23",7954291,"Chr1p"
"DJ1","Chr1","p","1p36.23",7954291,"Chr1p"
"GATD2","Chr1","p","1p36.23",7954291,"Chr1p"
"HEL-S-67P","Chr1","p","1p36.23",7954291,"Chr1p"
"Y_RNA","Chr1","p","1p36.23",7982881,"Chr1p"
"ERRFI1","Chr1","p","1p36.23",8004404,"Chr1p"
"GENE-33","Chr1","p","1p36.23",8004404,"Chr1p"
"MIG-6","Chr1","p","1p36.23",8004404,"Chr1p"
"RALT","Chr1","p","1p36.23",8004404,"Chr1p"
"ERRFI1-DT","Chr1","p","1p36.23",8026738,"Chr1p"
"RPL7AP18","Chr1","p","1p36.23",8057245,"Chr1p"
"LINC01714","Chr1","p","1p36.23",8201518,"Chr1p"
"RNU1-7P","Chr1","p","1p36.23",8206434,"Chr1p"
"RNU1-7","Chr1","p","1p36.23",8206434,"Chr1p"
"RNU6-991P","Chr1","p","1p36.23",8292157,"Chr1p"
"SLC45A1","Chr1","p","1p36.23",8318114,"Chr1p"
"DNB5","Chr1","p","1p36.23",8318114,"Chr1p"
"RERE","Chr1","p","1p36.23",8352397,"Chr1p"
"ARG","Chr1","p","1p36.23",8352397,"Chr1p"
"ARP","Chr1","p","1p36.23",8352397,"Chr1p"
"ATN1L","Chr1","p","1p36.23",8352397,"Chr1p"
"ATN2","Chr1","p","1p36.23",8352397,"Chr1p"
"DNB1","Chr1","p","1p36.23",8352397,"Chr1p"
"KIAA0458","Chr1","p","1p36.23",8352397,"Chr1p"
"RERE-AS1","Chr1","p","1p36.23",8424645,"Chr1p"
"RPL7P11","Chr1","p","1p36.23",8750430,"Chr1p"
"RPL7P7","Chr1","p","1p36.23",8786211,"Chr1p"
"RPL23AP19","Chr1","p","1p36.23",8831007,"Chr1p"
"ENO1","Chr1","p","1p36.23",8861000,"Chr1p"
"ENO1-IT1","Chr1","p","1p36.23",8861000,"Chr1p"
"ENO1L1","Chr1","p","1p36.23",8861000,"Chr1p"
"MBP-1","Chr1","p","1p36.23",8861000,"Chr1p"
"MPB1","Chr1","p","1p36.23",8861000,"Chr1p"
"PPH","Chr1","p","1p36.23",8861000,"Chr1p"
"HEL-S-17","Chr1","p","1p36.23",8861000,"Chr1p"
"MIR6728","Chr1","p","1p36.23",8866502,"Chr1p"
"HSA-MIR-6728","Chr1","p","1p36.23",8866502,"Chr1p"
"ENO1-AS1","Chr1","p","1p36.23",8878835,"Chr1p"
"RNU6-304P","Chr1","p","1p36.23",8883427,"Chr1p"
"HMGN2P17","Chr1","p","1p36.23",8893409,"Chr1p"
"CA6","Chr1","p","1p36.23",8945867,"Chr1p"
"RN7SL451P","Chr1","p","1p36.23",8979576,"Chr1p"
"SLC2A7","Chr1","p","1p36.23",9002973,"Chr1p"
"GLUT7","Chr1","p","1p36.23",9002973,"Chr1p"
"SLC2A5","Chr1","p","1p36.23",9035106,"Chr1p"
"GLUT5","Chr1","p","1p36.23",9035106,"Chr1p"
"GPR157","Chr1","p","1p36.22",9100305,"Chr1p"
"FLJ12132","Chr1","p","1p36.22",9100305,"Chr1p"
"MIR34AHG","Chr1","p","1p36.22",9148011,"Chr1p"
"LNC34A","Chr1","p","1p36.22",9148011,"Chr1p"
"MIR34A","Chr1","p","1p36.22",9151668,"Chr1p"
"HSA-MIR-34A","Chr1","p","1p36.22",9151668,"Chr1p"
"MIRN34A","Chr1","p","1p36.22",9151668,"Chr1p"
"LNCTAM34A","Chr1","p","1p36.22",9182004,"Chr1p"
"GUARDIN","Chr1","p","1p36.22",9182004,"Chr1p"
"LINC01759","Chr1","p","1p36.22",9182004,"Chr1p"
"TP53LC18","Chr1","p","1p36.22",9182004,"Chr1p"
"H6PD","Chr1","p","1p36.22",9234774,"Chr1p"
"GDH","Chr1","p","1p36.22",9234774,"Chr1p"
"H6PDH","Chr1","p","1p36.22",9234774,"Chr1p"
"SPSB1","Chr1","p","1p36.22",9292894,"Chr1p"
"SSB-1","Chr1","p","1p36.22",9292894,"Chr1p"
"LINC02606","Chr1","p","1p36.22",9425094,"Chr1p"
"RNA5SP40","Chr1","p","1p36.22",9437669,"Chr1p"
"RN5S40","Chr1","p","1p36.22",9437669,"Chr1p"
"SLC25A33","Chr1","p","1p36.22",9539465,"Chr1p"
"BMSC-MCP","Chr1","p","1p36.22",9539465,"Chr1p"
"MGC4399","Chr1","p","1p36.22",9539465,"Chr1p"
"PNC1","Chr1","p","1p36.22",9539465,"Chr1p"
"TMEM201","Chr1","p","1p36.22",9588911,"Chr1p"
"IMA1","Chr1","p","1p36.22",9588911,"Chr1p"
"NET5","Chr1","p","1p36.22",9588911,"Chr1p"
"RP13-15M17.2","Chr1","p","1p36.22",9588911,"Chr1p"
"SAMP1","Chr1","p","1p36.22",9588911,"Chr1p"
"PIK3CD","Chr1","p","1p36.22",9629889,"Chr1p"
"P110D","Chr1","p","1p36.22",9629889,"Chr1p"
"PIK3CD-AS1","Chr1","p","1p36.22",9652610,"Chr1p"
"C1ORF200","Chr1","p","1p36.22",9652610,"Chr1p"
"PIK3CD-AS2","Chr1","p","1p36.22",9672405,"Chr1p"
"CLSTN1","Chr1","p","1p36.22",9728926,"Chr1p"
"CDHR12","Chr1","p","1p36.22",9728926,"Chr1p"
"CSTN1","Chr1","p","1p36.22",9728926,"Chr1p"
"KIAA0911","Chr1","p","1p36.22",9728926,"Chr1p"
"MZT1P1","Chr1","p","1p36.22",9780822,"Chr1p"
"CTNNBIP1","Chr1","p","1p36.22",9848276,"Chr1p"
"ICAT","Chr1","p","1p36.22",9848276,"Chr1p"
"MGC15093","Chr1","p","1p36.22",9848276,"Chr1p"
"LZIC","Chr1","p","1p36.22",9922113,"Chr1p"
"MGC15436","Chr1","p","1p36.22",9922113,"Chr1p"
"NMNAT1","Chr1","p","1p36.22",9943428,"Chr1p"
"LCA9","Chr1","p","1p36.22",9943428,"Chr1p"
"NMNAT","Chr1","p","1p36.22",9943428,"Chr1p"
"PNAT1","Chr1","p","1p36.22",9943428,"Chr1p"
"RN7SKP269","Chr1","p","1p36.22",9947318,"Chr1p"
"TMEM274P","Chr1","p","1p36.22",9950572,"Chr1p"
"MIR5697","Chr1","p","1p36.22",9967381,"Chr1p"
"HSA-MIR-5697","Chr1","p","1p36.22",9967381,"Chr1p"
"RBP7","Chr1","p","1p36.22",9997206,"Chr1p"
"CRBPIV","Chr1","p","1p36.22",9997206,"Chr1p"
"UBE4B","Chr1","p","1p36.22",10032832,"Chr1p"
"E4","Chr1","p","1p36.22",10032832,"Chr1p"
"KIAA0684","Chr1","p","1p36.22",10032832,"Chr1p"
"UBOX3","Chr1","p","1p36.22",10032832,"Chr1p"
"UFD2","Chr1","p","1p36.22",10032832,"Chr1p"
"RPL21P21","Chr1","p","1p36.22",10054445,"Chr1p"
"PGAM1P11","Chr1","p","1p36.22",10058671,"Chr1p"
"RNU6-828P","Chr1","p","1p36.22",10163268,"Chr1p"
"KIF1B","Chr1","p","1p36.22",10210570,"Chr1p"
"CMT2","Chr1","p","1p36.22",10210570,"Chr1p"
"CMT2A","Chr1","p","1p36.22",10210570,"Chr1p"
"HMSNII","Chr1","p","1p36.22",10210570,"Chr1p"
"KIAA0591","Chr1","p","1p36.22",10210570,"Chr1p"
"KLP","Chr1","p","1p36.22",10210570,"Chr1p"
"RNU6-37P","Chr1","p","1p36.22",10298966,"Chr1p"
"RNU6-37","Chr1","p","1p36.22",10298966,"Chr1p"
"RN7SL731P","Chr1","p","1p36.22",10306465,"Chr1p"
"PGD","Chr1","p","1p36.22",10398592,"Chr1p"
"CENPS-CORT","Chr1","p","1p36.22",10430102,"Chr1p"
"APITD1-CORT","Chr1","p","1p36.22",10430102,"Chr1p"
"CENPS","Chr1","p","1p36.22",10430102,"Chr1p"
"APITD1","Chr1","p","1p36.22",10430433,"Chr1p"
"CENP-S","Chr1","p","1p36.22",10430433,"Chr1p"
"FAAP16","Chr1","p","1p36.22",10430433,"Chr1p"
"MHF1","Chr1","p","1p36.22",10430433,"Chr1p"
"CORT","Chr1","p","1p36.22",10450031,"Chr1p"
"MGC32686","Chr1","p","1p36.22",10450031,"Chr1p"
"SST2","Chr1","p","1p36.22",10450031,"Chr1p"
"DFFA","Chr1","p","1p36.22",10456522,"Chr1p"
"DFF-45","Chr1","p","1p36.22",10456522,"Chr1p"
"DFF1","Chr1","p","1p36.22",10456522,"Chr1p"
"DFF45","Chr1","p","1p36.22",10456522,"Chr1p"
"ICAD","Chr1","p","1p36.22",10456522,"Chr1p"
"PEX14","Chr1","p","1p36.22",10472288,"Chr1p"
"RN7SL614P","Chr1","p","1p36.22",10616836,"Chr1p"
"CASZ1","Chr1","p","1p36.22",10636604,"Chr1p"
"CASTOR","Chr1","p","1p36.22",10636604,"Chr1p"
"CST","Chr1","p","1p36.22",10636604,"Chr1p"
"FLJ20321","Chr1","p","1p36.22",10636604,"Chr1p"
"SRG","Chr1","p","1p36.22",10636604,"Chr1p"
"ZNF693","Chr1","p","1p36.22",10636604,"Chr1p"
"HSPE1P24","Chr1","p","1p36.22",10895761,"Chr1p"
"C1ORF127","Chr1","p","1p36.22",10946471,"Chr1p"
"FLJ37118","Chr1","p","1p36.22",10946471,"Chr1p"
"CFL1P6","Chr1","p","1p36.22",10990978,"Chr1p"
"CFLP6","Chr1","p","1p36.22",10990978,"Chr1p"
"TARDBP","Chr1","p","1p36.22",11012344,"Chr1p"
"ALS10","Chr1","p","1p36.22",11012344,"Chr1p"
"TDP-43","Chr1","p","1p36.22",11012344,"Chr1p"
"MASP2","Chr1","p","1p36.22",11022009,"Chr1p"
"MAP-2","Chr1","p","1p36.22",11022009,"Chr1p"
"MAP19","Chr1","p","1p36.22",11022009,"Chr1p"
"MASP1P1","Chr1","p","1p36.22",11022009,"Chr1p"
"SMAP","Chr1","p","1p36.22",11022009,"Chr1p"
"SRM","Chr1","p","1p36.22",11054584,"Chr1p"
"SPS1","Chr1","p","1p36.22",11054584,"Chr1p"
"SRML1","Chr1","p","1p36.22",11054584,"Chr1p"
"EXOSC10","Chr1","p","1p36.22",11066618,"Chr1p"
"P2","Chr1","p","1p36.22",11066618,"Chr1p"
"P3","Chr1","p","1p36.22",11066618,"Chr1p"
"P4","Chr1","p","1p36.22",11066618,"Chr1p"
"PM-SCL","Chr1","p","1p36.22",11066618,"Chr1p"
"PM/SCL-100","Chr1","p","1p36.22",11066618,"Chr1p"
"PMSCL2","Chr1","p","1p36.22",11066618,"Chr1p"
"RRP6","Chr1","p","1p36.22",11066618,"Chr1p"
"RRP6P","Chr1","p","1p36.22",11066618,"Chr1p"
"EXOSC10-AS1","Chr1","p","1p36.22",11099430,"Chr1p"
"MTOR","Chr1","p","1p36.22",11106535,"Chr1p"
"FLJ44809","Chr1","p","1p36.22",11106535,"Chr1p"
"FRAP","Chr1","p","1p36.22",11106535,"Chr1p"
"FRAP1","Chr1","p","1p36.22",11106535,"Chr1p"
"FRAP2","Chr1","p","1p36.22",11106535,"Chr1p"
"RAFT1","Chr1","p","1p36.22",11106535,"Chr1p"
"RAPT1","Chr1","p","1p36.22",11106535,"Chr1p"
"MTOR-AS1","Chr1","p","1p36.22",11143898,"Chr1p"
"RNU6-537P","Chr1","p","1p36.22",11152350,"Chr1p"
"ANGPTL7","Chr1","p","1p36.22",11189355,"Chr1p"
"ANGX","Chr1","p","1p36.22",11189355,"Chr1p"
"CDT6","Chr1","p","1p36.22",11189355,"Chr1p"
"RNU6-291P","Chr1","p","1p36.22",11226254,"Chr1p"
"RPL39P6","Chr1","p","1p36.22",11232963,"Chr1p"
"UBIAD1","Chr1","p","1p36.22",11273198,"Chr1p"
"SCCD","Chr1","p","1p36.22",11273198,"Chr1p"
"TERE1","Chr1","p","1p36.22",11273198,"Chr1p"
"UBE2V2P3","Chr1","p","1p36.22",11278616,"Chr1p"
"MTCYBP45","Chr1","p","1p36.22",11425257,"Chr1p"
"DISP3","Chr1","p","1p36.22",11479155,"Chr1p"
"KIAA1337","Chr1","p","1p36.22",11479155,"Chr1p"
"PTCHD2","Chr1","p","1p36.22",11479155,"Chr1p"
"LINC01647","Chr1","p","1p36.22",11609468,"Chr1p"
"FBXO2","Chr1","p","1p36.22",11637018,"Chr1p"
"FBG1","Chr1","p","1p36.22",11637018,"Chr1p"
"FBS1","Chr1","p","1p36.22",11637018,"Chr1p"
"FBX2","Chr1","p","1p36.22",11637018,"Chr1p"
"NFB42","Chr1","p","1p36.22",11637018,"Chr1p"
"OCP1","Chr1","p","1p36.22",11637018,"Chr1p"
"FBXO44","Chr1","p","1p36.22",11654375,"Chr1p"
"FBG3","Chr1","p","1p36.22",11654375,"Chr1p"
"FBX30","Chr1","p","1p36.22",11654375,"Chr1p"
"FBX44","Chr1","p","1p36.22",11654375,"Chr1p"
"FBXO6A","Chr1","p","1p36.22",11654375,"Chr1p"
"MGC14140","Chr1","p","1p36.22",11654375,"Chr1p"
"MAD2L2","Chr1","p","1p36.22",11658918,"Chr1p"
"FANCV","Chr1","p","1p36.22",11658918,"Chr1p"
"MAD2B","Chr1","p","1p36.22",11658918,"Chr1p"
"POLZ2","Chr1","p","1p36.22",11658918,"Chr1p"
"REV7","Chr1","p","1p36.22",11658918,"Chr1p"
"FBXO6","Chr1","p","1p36.22",11664200,"Chr1p"
"FBG2","Chr1","p","1p36.22",11664200,"Chr1p"
"FBS2","Chr1","p","1p36.22",11664200,"Chr1p"
"FBX6","Chr1","p","1p36.22",11664200,"Chr1p"
"FBX6B","Chr1","p","1p36.22",11664200,"Chr1p"
"DRAXIN","Chr1","p","1p36.22",11691710,"Chr1p"
"C1ORF187","Chr1","p","1p36.22",11691710,"Chr1p"
"FLJ34999","Chr1","p","1p36.22",11691710,"Chr1p"
"NEUCRIN","Chr1","p","1p36.22",11691710,"Chr1p"
"AGTRAP","Chr1","p","1p36.22",11736084,"Chr1p"
"ATRAP","Chr1","p","1p36.22",11736084,"Chr1p"
"C1ORF167","Chr1","p","1p36.22",11761787,"Chr1p"
"DKFZP434E1410","Chr1","p","1p36.22",11761787,"Chr1p"
"RP11-56N19.2","Chr1","p","1p36.22",11761787,"Chr1p"
"C1ORF167-AS1","Chr1","p","1p36.22",11777077,"Chr1p"
"MTHFR","Chr1","p","1p36.22",11785723,"Chr1p"
"CLCN6","Chr1","p","1p36.22",11806096,"Chr1p"
"CLC-6","Chr1","p","1p36.22",11806096,"Chr1p"
"KIAA0046","Chr1","p","1p36.22",11806096,"Chr1p"
"NPPA","Chr1","p","1p36.22",11845709,"Chr1p"
"ANP","Chr1","p","1p36.22",11845709,"Chr1p"
"PND","Chr1","p","1p36.22",11845709,"Chr1p"
"NPPB","Chr1","p","1p36.22",11857464,"Chr1p"
"SBF1P2","Chr1","p","1p36.22",11877770,"Chr1p"
"RNU5E-1","Chr1","p","1p36.22",11908152,"Chr1p"
"RNU5E","Chr1","p","1p36.22",11908152,"Chr1p"
"U5E","Chr1","p","1p36.22",11908152,"Chr1p"
"RNU5E-4P","Chr1","p","1p36.22",11909808,"Chr1p"
"KIAA2013","Chr1","p","1p36.22",11919591,"Chr1p"
"MGC33867","Chr1","p","1p36.22",11919591,"Chr1p"
"RP5-1077B9.1","Chr1","p","1p36.22",11919591,"Chr1p"
"PLOD1","Chr1","p","1p36.22",11934205,"Chr1p"
"LH1","Chr1","p","1p36.22",11934205,"Chr1p"
"LLH","Chr1","p","1p36.22",11934205,"Chr1p"
"PLOD","Chr1","p","1p36.22",11934205,"Chr1p"
"MFN2","Chr1","p","1p36.22",11980181,"Chr1p"
"CMT2A2","Chr1","p","1p36.22",11980181,"Chr1p"
"CPRP1","Chr1","p","1p36.22",11980181,"Chr1p"
"KIAA0214","Chr1","p","1p36.22",11980181,"Chr1p"
"MARF","Chr1","p","1p36.22",11980181,"Chr1p"
"MIIP","Chr1","p","1p36.22",12019466,"Chr1p"
"FLJ12438","Chr1","p","1p36.22",12019466,"Chr1p"
"IIP45","Chr1","p","1p36.22",12019466,"Chr1p"
"MIR6729","Chr1","p","1p36.22",12029158,"Chr1p"
"HSA-MIR-6729","Chr1","p","1p36.22",12029158,"Chr1p"
"RN7SL649P","Chr1","p","1p36.22",12036740,"Chr1p"
"TNFRSF8","Chr1","p","1p36.22",12063303,"Chr1p"
"CD30","Chr1","p","1p36.22",12063303,"Chr1p"
"D1S166E","Chr1","p","1p36.22",12063303,"Chr1p"
"KI-1","Chr1","p","1p36.22",12063303,"Chr1p"
"RNU6-777P","Chr1","p","1p36.22",12077881,"Chr1p"
"RPL23AP89","Chr1","p","1p36.22",12080293,"Chr1p"
"MIR7846","Chr1","p","1p36.22",12166943,"Chr1p"
"HSA-MIR-7846","Chr1","p","1p36.22",12166943,"Chr1p"
"TNFRSF1B","Chr1","p","1p36.22",12166991,"Chr1p"
"CD120B","Chr1","p","1p36.22",12166991,"Chr1p"
"P75","Chr1","p","1p36.22",12166991,"Chr1p"
"TNF-R-II","Chr1","p","1p36.22",12166991,"Chr1p"
"TNF-R75","Chr1","p","1p36.22",12166991,"Chr1p"
"TNFBR","Chr1","p","1p36.22",12166991,"Chr1p"
"TNFR2","Chr1","p","1p36.22",12166991,"Chr1p"
"TNFR80","Chr1","p","1p36.22",12166991,"Chr1p"
"MIR4632","Chr1","p","1p36.22",12191713,"Chr1p"
"HSA-MIR-4632","Chr1","p","1p36.22",12191713,"Chr1p"
"RPL10P17","Chr1","p","1p36.22",12220794,"Chr1p"
"SNORA70","Chr1","p","1p36.22",12221148,"Chr1p"
"VPS13D","Chr1","p","1p36.22",12230030,"Chr1p"
"BLTP5D","Chr1","p","1p36.22",12230030,"Chr1p"
"FLJ10619","Chr1","p","1p36.22",12230030,"Chr1p"
"KIAA0453","Chr1","p","1p36.22",12230030,"Chr1p"
"SNORA59A","Chr1","p","1p36.21",12507246,"Chr1p"
"ACA59","Chr1","p","1p36.21",12507246,"Chr1p"
"LINC02766","Chr1","p","1p36.21",12525716,"Chr1p"
"DHRS3","Chr1","p","1p36.21",12567910,"Chr1p"
"CNALPTC1","Chr1","p","1p36.21",12567910,"Chr1p"
"RDH17","Chr1","p","1p36.21",12567910,"Chr1p"
"RETSDR1","Chr1","p","1p36.21",12567910,"Chr1p"
"RSDR1","Chr1","p","1p36.21",12567910,"Chr1p"
"SDR1","Chr1","p","1p36.21",12567910,"Chr1p"
"SDR16C1","Chr1","p","1p36.21",12567910,"Chr1p"
"RNU6ATAC18P","Chr1","p","1p36.21",12569972,"Chr1p"
"MIR6730","Chr1","p","1p36.21",12578957,"Chr1p"
"HSA-MIR-6730","Chr1","p","1p36.21",12578957,"Chr1p"
"AADACL4","Chr1","p","1p36.21",12644085,"Chr1p"
"OTTHUMG00000001889","Chr1","p","1p36.21",12644085,"Chr1p"
"AADACL3","Chr1","p","1p36.21",12716110,"Chr1p"
"OTTHUMG00000001887","Chr1","p","1p36.21",12716110,"Chr1p"
"CFAP107","Chr1","p","1p36.21",12746200,"Chr1p"
"C1ORF158","Chr1","p","1p36.21",12746200,"Chr1p"
"MGC35194","Chr1","p","1p36.21",12746200,"Chr1p"
"PRAMEF12","Chr1","p","1p36.21",12773738,"Chr1p"
"OTTHUMG00000001927","Chr1","p","1p36.21",12773738,"Chr1p"
"PRAMEF1","Chr1","p","1p36.21",12791397,"Chr1p"
"LINC01784","Chr1","p","1p36.21",12822686,"Chr1p"
"PRAMEF11","Chr1","p","1p36.21",12824605,"Chr1p"
"PRAMEF30P","Chr1","p","1p36.21",12838125,"Chr1p"
"HNRNPCL1","Chr1","p","1p36.21",12847377,"Chr1p"
"HNRPCL1","Chr1","p","1p36.21",12847377,"Chr1p"
"PRAMEF2","Chr1","p","1p36.21",12857086,"Chr1p"
"FLJ43580","Chr1","p","1p36.21",12857086,"Chr1p"
"PRAMEF4","Chr1","p","1p36.21",12879212,"Chr1p"
"RP5-845O24.6","Chr1","p","1p36.21",12879212,"Chr1p"
"PRAMEF10","Chr1","p","1p36.21",12892896,"Chr1p"
"PRAMEF7","Chr1","p","1p36.21",12916610,"Chr1p"
"RNU6-1072P","Chr1","p","1p36.21",12922554,"Chr1p"
"PRAMEF29P","Chr1","p","1p36.21",12926162,"Chr1p"
"PRAMEF6","Chr1","p","1p36.21",12938472,"Chr1p"
"PRAMEF28P","Chr1","p","1p36.21",13029339,"Chr1p"
"PRAMEF28","Chr1","p","1p36.21",13029339,"Chr1p"
"PRAMEF27","Chr1","p","1p36.21",13049476,"Chr1p"
"HNRNPCL3","Chr1","p","1p36.21",13060769,"Chr1p"
"PRAMEF25","Chr1","p","1p36.21",13068677,"Chr1p"
"PRAMEF34P","Chr1","p","1p36.21",13095179,"Chr1p"
"PRAMEF35P","Chr1","p","1p36.21",13104403,"Chr1p"
"HNRNPCL2","Chr1","p","1p36.21",13115488,"Chr1p"
"HNRNPCP5","Chr1","p","1p36.21",13115488,"Chr1p"
"PRAMEF36P","Chr1","p","1p36.21",13128818,"Chr1p"
"PRAMEF26","Chr1","p","1p36.21",13148905,"Chr1p"
"HNRNPCL4","Chr1","p","1p36.21",13163914,"Chr1p"
"PRAMEF9","Chr1","p","1p36.21",13171848,"Chr1p"
"PRAMEF13","Chr1","p","1p36.21",13196188,"Chr1p"
"PRAMEF18","Chr1","p","1p36.21",13222695,"Chr1p"
"PRAMEF31P","Chr1","p","1p36.21",13245863,"Chr1p"
"PRAMEF5","Chr1","p","1p36.21",13254198,"Chr1p"
"PRAMEF23","Chr1","p","1p36.21",13254198,"Chr1p"
"PRAMEF5L","Chr1","p","1p36.21",13254198,"Chr1p"
"PRAMEF32P","Chr1","p","1p36.21",13273539,"Chr1p"
"RNU6-771P","Chr1","p","1p36.21",13279125,"Chr1p"
"RNU6-1185P","Chr1","p","1p36.21",13279125,"Chr1p"
"PRAMEF8","Chr1","p","1p36.21",13281304,"Chr1p"
"PRAMEF33","Chr1","p","1p36.21",13303539,"Chr1p"
"PRAMEF33P","Chr1","p","1p36.21",13303539,"Chr1p"
"PRAMEF15","Chr1","p","1p36.21",13315581,"Chr1p"
"OTTHUMG00000007921","Chr1","p","1p36.21",13315581,"Chr1p"
"PRAMEF14","Chr1","p","1p36.21",13341892,"Chr1p"
"OTTHUMG00000007916","Chr1","p","1p36.21",13341892,"Chr1p"
"PRAMEF19","Chr1","p","1p36.21",13368431,"Chr1p"
"OTTHUMG00000007919","Chr1","p","1p36.21",13368431,"Chr1p"
"PRAMEF17","Chr1","p","1p36.21",13389632,"Chr1p"
"OTTHUMG00000007909","Chr1","p","1p36.21",13389632,"Chr1p"
"PRAMEF20","Chr1","p","1p36.21",13410450,"Chr1p"
"OTTHUMG00000007911","Chr1","p","1p36.21",13410450,"Chr1p"
"OTTHUMT00000008157","Chr1","p","1p36.21",13410450,"Chr1p"
"PRAMEF21","Chr1","p","1p36.21",13410450,"Chr1p"
"LRRC38","Chr1","p","1p36.21",13474973,"Chr1p"
"BRWD1P1","Chr1","p","1p36.21",13555001,"Chr1p"
"PDPN","Chr1","p","1p36.21",13583465,"Chr1p"
"AGGRUS","Chr1","p","1p36.21",13583465,"Chr1p"
"D2-40","Chr1","p","1p36.21",13583465,"Chr1p"
"GP38","Chr1","p","1p36.21",13583465,"Chr1p"
"GP40","Chr1","p","1p36.21",13583465,"Chr1p"
"PA2.26","Chr1","p","1p36.21",13583465,"Chr1p"
"T1A-2","Chr1","p","1p36.21",13583465,"Chr1p"
"RNA5SP41","Chr1","p","1p36.21",13623184,"Chr1p"
"RN5S41","Chr1","p","1p36.21",13623184,"Chr1p"
"PRDM2","Chr1","p","1p36.21",13700188,"Chr1p"
"HUMHOXY1","Chr1","p","1p36.21",13700188,"Chr1p"
"KMT8","Chr1","p","1p36.21",13700188,"Chr1p"
"KMT8A","Chr1","p","1p36.21",13700188,"Chr1p"
"MTB-ZF","Chr1","p","1p36.21",13700188,"Chr1p"
"RIZ","Chr1","p","1p36.21",13700188,"Chr1p"
"RIZ1","Chr1","p","1p36.21",13700188,"Chr1p"
"RIZ2","Chr1","p","1p36.21",13700188,"Chr1p"
"KAZN","Chr1","p","1p36.21",13892792,"Chr1p"
"C1ORF196","Chr1","p","1p36.21",13892792,"Chr1p"
"FLJ43806","Chr1","p","1p36.21",13892792,"Chr1p"
"KAZRIN","Chr1","p","1p36.21",13892792,"Chr1p"
"KIAA1026","Chr1","p","1p36.21",13892792,"Chr1p"
"RNU6-1265P","Chr1","p","1p36.21",14124233,"Chr1p"
"KAZN-AS1","Chr1","p","1p36.21",14338825,"Chr1p"
"ENST00000447908","Chr1","p","1p36.21",14338825,"Chr1p"
"TBCAP2","Chr1","p","1p36.21",14692129,"Chr1p"
"TMEM51-AS1","Chr1","p","1p36.21",15111815,"Chr1p"
"C1ORF126","Chr1","p","1p36.21",15111815,"Chr1p"
"FLJ23703","Chr1","p","1p36.21",15111815,"Chr1p"
"TMEM51","Chr1","p","1p36.21",15152532,"Chr1p"
"C1ORF72","Chr1","p","1p36.21",15152532,"Chr1p"
"FLJ10199","Chr1","p","1p36.21",15152532,"Chr1p"
"TMEM51-AS2","Chr1","p","1p36.21",15164344,"Chr1p"
"C1ORF195","Chr1","p","1p36.21",15164344,"Chr1p"
"MFFP1","Chr1","p","1p36.21",15191828,"Chr1p"
"ZBTB2P1","Chr1","p","1p36.21",15226373,"Chr1p"
"FHAD1","Chr1","p","1p36.21",15236521,"Chr1p"
"KIAA1937","Chr1","p","1p36.21",15236521,"Chr1p"
"FHAD1-AS1","Chr1","p","1p36.21",15326680,"Chr1p"
"EFHD2-AS1","Chr1","p","1p36.21",15402979,"Chr1p"
"EFHD2","Chr1","p","1p36.21",15409888,"Chr1p"
"MGC4342","Chr1","p","1p36.21",15409888,"Chr1p"
"CTRC","Chr1","p","1p36.21",15438442,"Chr1p"
"CLCR","Chr1","p","1p36.21",15438442,"Chr1p"
"ELA4","Chr1","p","1p36.21",15438442,"Chr1p"
"CELA2A","Chr1","p","1p36.21",15456728,"Chr1p"
"ELA2A","Chr1","p","1p36.21",15456728,"Chr1p"
"CELA2B","Chr1","p","1p36.21",15465909,"Chr1p"
"ELA2B","Chr1","p","1p36.21",15465909,"Chr1p"
"RP11-265F14.2","Chr1","p","1p36.21",15465909,"Chr1p"
"CASP9","Chr1","p","1p36.21",15490832,"Chr1p"
"APAF-3","Chr1","p","1p36.21",15490832,"Chr1p"
"ICE-LAP6","Chr1","p","1p36.21",15490832,"Chr1p"
"MCH6","Chr1","p","1p36.21",15490832,"Chr1p"
